2026-02-08 21:46:22.328 | INFO     | src.rwaengine.utils.portfolio_loader:_load_portfolios:34 - Loaded portfolio definitions from portfolios.json
2026-02-08 21:46:22.836 | INFO     | src.rwaengine.strategy.generators.ml_predictor:generate_views:65 - Training Linear Regression models for 7 assets...
2026-02-08 21:46:22.836 | ERROR    | src.rwaengine.strategy.generators.ml_predictor:generate_views:125 - ML training failed for AAPL: Series.to_frame() got an unexpected keyword argument 'columns'
2026-02-08 21:46:22.836 | ERROR    | src.rwaengine.strategy.generators.ml_predictor:generate_views:125 - ML training failed for MSFT: Series.to_frame() got an unexpected keyword argument 'columns'
2026-02-08 21:46:22.836 | ERROR    | src.rwaengine.strategy.generators.ml_predictor:generate_views:125 - ML training failed for GOOGL: Series.to_frame() got an unexpected keyword argument 'columns'
2026-02-08 21:46:22.836 | ERROR    | src.rwaengine.strategy.generators.ml_predictor:generate_views:125 - ML training failed for AMZN: Series.to_frame() got an unexpected keyword argument 'columns'
2026-02-08 21:46:22.837 | ERROR    | src.rwaengine.strategy.generators.ml_predictor:generate_views:125 - ML training failed for NVDA: Series.to_frame() got an unexpected keyword argument 'columns'
2026-02-08 21:46:22.837 | ERROR    | src.rwaengine.strategy.generators.ml_predictor:generate_views:125 - ML training failed for META: Series.to_frame() got an unexpected keyword argument 'columns'
2026-02-08 21:46:22.837 | ERROR    | src.rwaengine.strategy.generators.ml_predictor:generate_views:125 - ML training failed for TSLA: Series.to_frame() got an unexpected keyword argument 'columns'
2026-02-08 21:46:22.837 | SUCCESS  | src.rwaengine.strategy.generators.ml_predictor:generate_views:127 - Generated 0 views from ML models.
2026-02-08 21:46:22.837 | INFO     | src.rwaengine.core.engine:__init__:26 - Computing Covariance Matrix (Ledoit-Wolf)...
2026-02-08 21:46:22.839 | INFO     | src.rwaengine.core.engine:run_optimization:42 - Calculating Market Implied Returns (Prior)...
2026-02-08 21:46:22.839 | INFO     | src.rwaengine.core.engine:run_optimization:52 - Market Implied Risk Aversion (Delta): 2.5000
2026-02-08 21:46:22.839 | WARNING  | src.rwaengine.core.engine:run_optimization:62 - No views provided. Fallback to Market Prior.
2026-02-08 21:46:22.840 | INFO     | src.rwaengine.core.engine:run_optimization:85 - Optimizing Portfolio Weights (Max Sharpe)...
2026-02-08 21:46:22.844 | INFO     | src.rwaengine.execution.risk_manager:apply_guardrails:34 - 🛡️ Applying Audit Guardrails (V2 - Strict Cap)...
2026-02-08 21:46:22.845 | SUCCESS  | src.rwaengine.execution.risk_manager:apply_guardrails:64 - Risk Check Passed. Final Liquidity (USDC): 5.00%
2026-02-08 21:46:22.852 | INFO     | src.rwaengine.execution.risk_manager:apply_guardrails:34 - 🛡️ Applying Audit Guardrails (V2 - Strict Cap)...
2026-02-08 21:46:22.853 | WARNING  | src.rwaengine.execution.risk_manager:apply_guardrails:53 - Capping concentrated positions: ['NVDA', 'META']
2026-02-08 21:46:22.854 | SUCCESS  | src.rwaengine.execution.risk_manager:apply_guardrails:64 - Risk Check Passed. Final Liquidity (USDC): 40.00%
2026-02-08 21:46:22.855 | INFO     | src.rwaengine.strategy.factory:get_generator:27 - Initializing Strategy Engine: Mode=ML
2026-02-08 21:46:22.855 | INFO     | src.rwaengine.strategy.generators.ml_predictor:generate_views:65 - Training Linear Regression models for 7 assets...
2026-02-08 21:46:22.855 | ERROR    | src.rwaengine.strategy.generators.ml_predictor:generate_views:125 - ML training failed for AAPL: Series.to_frame() got an unexpected keyword argument 'columns'
2026-02-08 21:46:22.855 | ERROR    | src.rwaengine.strategy.generators.ml_predictor:generate_views:125 - ML training failed for MSFT: Series.to_frame() got an unexpected keyword argument 'columns'
2026-02-08 21:46:22.855 | ERROR    | src.rwaengine.strategy.generators.ml_predictor:generate_views:125 - ML training failed for GOOGL: Series.to_frame() got an unexpected keyword argument 'columns'
2026-02-08 21:46:22.855 | ERROR    | src.rwaengine.strategy.generators.ml_predictor:generate_views:125 - ML training failed for AMZN: Series.to_frame() got an unexpected keyword argument 'columns'
2026-02-08 21:46:22.857 | ERROR    | src.rwaengine.strategy.generators.ml_predictor:generate_views:125 - ML training failed for NVDA: Series.to_frame() got an unexpected keyword argument 'columns'
2026-02-08 21:46:22.857 | ERROR    | src.rwaengine.strategy.generators.ml_predictor:generate_views:125 - ML training failed for META: Series.to_frame() got an unexpected keyword argument 'columns'
2026-02-08 21:46:22.857 | ERROR    | src.rwaengine.strategy.generators.ml_predictor:generate_views:125 - ML training failed for TSLA: Series.to_frame() got an unexpected keyword argument 'columns'
2026-02-08 21:46:22.857 | SUCCESS  | src.rwaengine.strategy.generators.ml_predictor:generate_views:127 - Generated 0 views from ML models.
2026-02-08 21:46:22.857 | INFO     | src.rwaengine.core.engine:__init__:26 - Computing Covariance Matrix (Ledoit-Wolf)...
2026-02-08 21:46:22.859 | INFO     | src.rwaengine.core.engine:run_optimization:42 - Calculating Market Implied Returns (Prior)...
2026-02-08 21:46:22.859 | INFO     | src.rwaengine.core.engine:run_optimization:52 - Market Implied Risk Aversion (Delta): 2.5000
2026-02-08 21:46:22.860 | WARNING  | src.rwaengine.core.engine:run_optimization:62 - No views provided. Fallback to Market Prior.
2026-02-08 21:46:22.860 | INFO     | src.rwaengine.core.engine:run_optimization:85 - Optimizing Portfolio Weights (Max Sharpe)...
2026-02-08 21:46:22.864 | INFO     | src.rwaengine.execution.risk_manager:apply_guardrails:34 - 🛡️ Applying Audit Guardrails (V2 - Strict Cap)...
2026-02-08 21:46:22.865 | SUCCESS  | src.rwaengine.execution.risk_manager:apply_guardrails:64 - Risk Check Passed. Final Liquidity (USDC): 5.00%
2026-02-08 21:46:22.871 | INFO     | src.rwaengine.execution.risk_manager:apply_guardrails:34 - 🛡️ Applying Audit Guardrails (V2 - Strict Cap)...
2026-02-08 21:46:22.872 | WARNING  | src.rwaengine.execution.risk_manager:apply_guardrails:53 - Capping concentrated positions: ['NVDA', 'META']
2026-02-08 21:46:22.874 | SUCCESS  | src.rwaengine.execution.risk_manager:apply_guardrails:64 - Risk Check Passed. Final Liquidity (USDC): 35.46%
2026-02-08 21:46:22.876 | INFO     | src.rwaengine.strategy.factory:get_generator:27 - Initializing Strategy Engine: Mode=ML
2026-02-08 21:46:22.876 | INFO     | src.rwaengine.strategy.generators.ml_predictor:generate_views:65 - Training Linear Regression models for 7 assets...
2026-02-08 21:46:22.876 | ERROR    | src.rwaengine.strategy.generators.ml_predictor:generate_views:125 - ML training failed for AAPL: Series.to_frame() got an unexpected keyword argument 'columns'
2026-02-08 21:46:22.876 | ERROR    | src.rwaengine.strategy.generators.ml_predictor:generate_views:125 - ML training failed for MSFT: Series.to_frame() got an unexpected keyword argument 'columns'
2026-02-08 21:46:22.876 | ERROR    | src.rwaengine.strategy.generators.ml_predictor:generate_views:125 - ML training failed for GOOGL: Series.to_frame() got an unexpected keyword argument 'columns'
2026-02-08 21:46:22.877 | ERROR    | src.rwaengine.strategy.generators.ml_predictor:generate_views:125 - ML training failed for AMZN: Series.to_frame() got an unexpected keyword argument 'columns'
2026-02-08 21:46:22.877 | ERROR    | src.rwaengine.strategy.generators.ml_predictor:generate_views:125 - ML training failed for NVDA: Series.to_frame() got an unexpected keyword argument 'columns'
2026-02-08 21:46:22.877 | ERROR    | src.rwaengine.strategy.generators.ml_predictor:generate_views:125 - ML training failed for META: Series.to_frame() got an unexpected keyword argument 'columns'
2026-02-08 21:46:22.877 | ERROR    | src.rwaengine.strategy.generators.ml_predictor:generate_views:125 - ML training failed for TSLA: Series.to_frame() got an unexpected keyword argument 'columns'
2026-02-08 21:46:22.877 | SUCCESS  | src.rwaengine.strategy.generators.ml_predictor:generate_views:127 - Generated 0 views from ML models.
2026-02-08 21:46:22.877 | INFO     | src.rwaengine.core.engine:__init__:26 - Computing Covariance Matrix (Ledoit-Wolf)...
2026-02-08 21:46:22.879 | INFO     | src.rwaengine.core.engine:run_optimization:42 - Calculating Market Implied Returns (Prior)...
2026-02-08 21:46:22.879 | INFO     | src.rwaengine.core.engine:run_optimization:52 - Market Implied Risk Aversion (Delta): 2.5000
2026-02-08 21:46:22.879 | WARNING  | src.rwaengine.core.engine:run_optimization:62 - No views provided. Fallback to Market Prior.
2026-02-08 21:46:22.880 | INFO     | src.rwaengine.core.engine:run_optimization:85 - Optimizing Portfolio Weights (Max Sharpe)...
2026-02-08 21:46:22.883 | INFO     | src.rwaengine.execution.risk_manager:apply_guardrails:34 - 🛡️ Applying Audit Guardrails (V2 - Strict Cap)...
2026-02-08 21:46:22.884 | SUCCESS  | src.rwaengine.execution.risk_manager:apply_guardrails:64 - Risk Check Passed. Final Liquidity (USDC): 5.00%
2026-02-08 21:46:22.891 | INFO     | src.rwaengine.execution.risk_manager:apply_guardrails:34 - 🛡️ Applying Audit Guardrails (V2 - Strict Cap)...
2026-02-08 21:46:22.892 | WARNING  | src.rwaengine.execution.risk_manager:apply_guardrails:53 - Capping concentrated positions: ['NVDA']
2026-02-08 21:46:22.893 | SUCCESS  | src.rwaengine.execution.risk_manager:apply_guardrails:64 - Risk Check Passed. Final Liquidity (USDC): 37.93%
2026-02-08 21:46:22.894 | INFO     | src.rwaengine.strategy.factory:get_generator:27 - Initializing Strategy Engine: Mode=ML
2026-02-08 21:46:22.895 | INFO     | src.rwaengine.strategy.generators.ml_predictor:generate_views:65 - Training Linear Regression models for 7 assets...
2026-02-08 21:46:22.895 | ERROR    | src.rwaengine.strategy.generators.ml_predictor:generate_views:125 - ML training failed for AAPL: Series.to_frame() got an unexpected keyword argument 'columns'
2026-02-08 21:46:22.895 | ERROR    | src.rwaengine.strategy.generators.ml_predictor:generate_views:125 - ML training failed for MSFT: Series.to_frame() got an unexpected keyword argument 'columns'
2026-02-08 21:46:22.895 | ERROR    | src.rwaengine.strategy.generators.ml_predictor:generate_views:125 - ML training failed for GOOGL: Series.to_frame() got an unexpected keyword argument 'columns'
2026-02-08 21:46:22.895 | ERROR    | src.rwaengine.strategy.generators.ml_predictor:generate_views:125 - ML training failed for AMZN: Series.to_frame() got an unexpected keyword argument 'columns'
2026-02-08 21:46:22.895 | ERROR    | src.rwaengine.strategy.generators.ml_predictor:generate_views:125 - ML training failed for NVDA: Series.to_frame() got an unexpected keyword argument 'columns'
2026-02-08 21:46:22.896 | ERROR    | src.rwaengine.strategy.generators.ml_predictor:generate_views:125 - ML training failed for META: Series.to_frame() got an unexpected keyword argument 'columns'
2026-02-08 21:46:22.896 | ERROR    | src.rwaengine.strategy.generators.ml_predictor:generate_views:125 - ML training failed for TSLA: Series.to_frame() got an unexpected keyword argument 'columns'
2026-02-08 21:46:22.896 | SUCCESS  | src.rwaengine.strategy.generators.ml_predictor:generate_views:127 - Generated 0 views from ML models.
2026-02-08 21:46:22.896 | INFO     | src.rwaengine.core.engine:__init__:26 - Computing Covariance Matrix (Ledoit-Wolf)...
2026-02-08 21:46:22.897 | INFO     | src.rwaengine.core.engine:run_optimization:42 - Calculating Market Implied Returns (Prior)...
2026-02-08 21:46:22.897 | INFO     | src.rwaengine.core.engine:run_optimization:52 - Market Implied Risk Aversion (Delta): 2.5000
2026-02-08 21:46:22.899 | WARNING  | src.rwaengine.core.engine:run_optimization:62 - No views provided. Fallback to Market Prior.
2026-02-08 21:46:22.899 | INFO     | src.rwaengine.core.engine:run_optimization:85 - Optimizing Portfolio Weights (Max Sharpe)...
2026-02-08 21:46:22.902 | INFO     | src.rwaengine.execution.risk_manager:apply_guardrails:34 - 🛡️ Applying Audit Guardrails (V2 - Strict Cap)...
2026-02-08 21:46:22.905 | SUCCESS  | src.rwaengine.execution.risk_manager:apply_guardrails:64 - Risk Check Passed. Final Liquidity (USDC): 5.00%
2026-02-08 21:46:22.911 | INFO     | src.rwaengine.execution.risk_manager:apply_guardrails:34 - 🛡️ Applying Audit Guardrails (V2 - Strict Cap)...
2026-02-08 21:46:22.912 | WARNING  | src.rwaengine.execution.risk_manager:apply_guardrails:53 - Capping concentrated positions: ['NVDA']
2026-02-08 21:46:22.912 | SUCCESS  | src.rwaengine.execution.risk_manager:apply_guardrails:64 - Risk Check Passed. Final Liquidity (USDC): 66.49%
2026-02-08 21:46:22.914 | INFO     | src.rwaengine.strategy.factory:get_generator:27 - Initializing Strategy Engine: Mode=ML
2026-02-08 21:46:22.914 | INFO     | src.rwaengine.strategy.generators.ml_predictor:generate_views:65 - Training Linear Regression models for 7 assets...
2026-02-08 21:46:22.914 | ERROR    | src.rwaengine.strategy.generators.ml_predictor:generate_views:125 - ML training failed for AAPL: Series.to_frame() got an unexpected keyword argument 'columns'
2026-02-08 21:46:22.914 | ERROR    | src.rwaengine.strategy.generators.ml_predictor:generate_views:125 - ML training failed for MSFT: Series.to_frame() got an unexpected keyword argument 'columns'
2026-02-08 21:46:22.916 | ERROR    | src.rwaengine.strategy.generators.ml_predictor:generate_views:125 - ML training failed for GOOGL: Series.to_frame() got an unexpected keyword argument 'columns'
2026-02-08 21:46:22.916 | ERROR    | src.rwaengine.strategy.generators.ml_predictor:generate_views:125 - ML training failed for AMZN: Series.to_frame() got an unexpected keyword argument 'columns'
2026-02-08 21:46:22.916 | ERROR    | src.rwaengine.strategy.generators.ml_predictor:generate_views:125 - ML training failed for NVDA: Series.to_frame() got an unexpected keyword argument 'columns'
2026-02-08 21:46:22.916 | ERROR    | src.rwaengine.strategy.generators.ml_predictor:generate_views:125 - ML training failed for META: Series.to_frame() got an unexpected keyword argument 'columns'
2026-02-08 21:46:22.916 | ERROR    | src.rwaengine.strategy.generators.ml_predictor:generate_views:125 - ML training failed for TSLA: Series.to_frame() got an unexpected keyword argument 'columns'
2026-02-08 21:46:22.916 | SUCCESS  | src.rwaengine.strategy.generators.ml_predictor:generate_views:127 - Generated 0 views from ML models.
2026-02-08 21:46:22.916 | INFO     | src.rwaengine.core.engine:__init__:26 - Computing Covariance Matrix (Ledoit-Wolf)...
2026-02-08 21:46:22.918 | INFO     | src.rwaengine.core.engine:run_optimization:42 - Calculating Market Implied Returns (Prior)...
2026-02-08 21:46:22.918 | INFO     | src.rwaengine.core.engine:run_optimization:52 - Market Implied Risk Aversion (Delta): 2.5000
2026-02-08 21:46:22.918 | WARNING  | src.rwaengine.core.engine:run_optimization:62 - No views provided. Fallback to Market Prior.
2026-02-08 21:46:22.919 | INFO     | src.rwaengine.core.engine:run_optimization:85 - Optimizing Portfolio Weights (Max Sharpe)...
2026-02-08 21:46:22.924 | INFO     | src.rwaengine.execution.risk_manager:apply_guardrails:34 - 🛡️ Applying Audit Guardrails (V2 - Strict Cap)...
2026-02-08 21:46:22.925 | SUCCESS  | src.rwaengine.execution.risk_manager:apply_guardrails:64 - Risk Check Passed. Final Liquidity (USDC): 5.00%
2026-02-08 21:46:22.931 | INFO     | src.rwaengine.execution.risk_manager:apply_guardrails:34 - 🛡️ Applying Audit Guardrails (V2 - Strict Cap)...
2026-02-08 21:46:22.931 | WARNING  | src.rwaengine.execution.risk_manager:apply_guardrails:53 - Capping concentrated positions: ['NVDA']
2026-02-08 21:46:22.933 | SUCCESS  | src.rwaengine.execution.risk_manager:apply_guardrails:64 - Risk Check Passed. Final Liquidity (USDC): 48.11%
2026-02-08 21:46:22.935 | INFO     | src.rwaengine.strategy.factory:get_generator:27 - Initializing Strategy Engine: Mode=ML
2026-02-08 21:46:22.935 | INFO     | src.rwaengine.strategy.generators.ml_predictor:generate_views:65 - Training Linear Regression models for 7 assets...
2026-02-08 21:46:22.935 | ERROR    | src.rwaengine.strategy.generators.ml_predictor:generate_views:125 - ML training failed for AAPL: Series.to_frame() got an unexpected keyword argument 'columns'
2026-02-08 21:46:22.935 | ERROR    | src.rwaengine.strategy.generators.ml_predictor:generate_views:125 - ML training failed for MSFT: Series.to_frame() got an unexpected keyword argument 'columns'
2026-02-08 21:46:22.935 | ERROR    | src.rwaengine.strategy.generators.ml_predictor:generate_views:125 - ML training failed for GOOGL: Series.to_frame() got an unexpected keyword argument 'columns'
2026-02-08 21:46:22.936 | ERROR    | src.rwaengine.strategy.generators.ml_predictor:generate_views:125 - ML training failed for AMZN: Series.to_frame() got an unexpected keyword argument 'columns'
2026-02-08 21:46:22.936 | ERROR    | src.rwaengine.strategy.generators.ml_predictor:generate_views:125 - ML training failed for NVDA: Series.to_frame() got an unexpected keyword argument 'columns'
2026-02-08 21:46:22.936 | ERROR    | src.rwaengine.strategy.generators.ml_predictor:generate_views:125 - ML training failed for META: Series.to_frame() got an unexpected keyword argument 'columns'
2026-02-08 21:46:22.936 | ERROR    | src.rwaengine.strategy.generators.ml_predictor:generate_views:125 - ML training failed for TSLA: Series.to_frame() got an unexpected keyword argument 'columns'
2026-02-08 21:46:22.936 | SUCCESS  | src.rwaengine.strategy.generators.ml_predictor:generate_views:127 - Generated 0 views from ML models.
2026-02-08 21:46:22.936 | INFO     | src.rwaengine.core.engine:__init__:26 - Computing Covariance Matrix (Ledoit-Wolf)...
2026-02-08 21:46:22.938 | INFO     | src.rwaengine.core.engine:run_optimization:42 - Calculating Market Implied Returns (Prior)...
2026-02-08 21:46:22.939 | INFO     | src.rwaengine.core.engine:run_optimization:52 - Market Implied Risk Aversion (Delta): 2.5000
2026-02-08 21:46:22.939 | WARNING  | src.rwaengine.core.engine:run_optimization:62 - No views provided. Fallback to Market Prior.
2026-02-08 21:46:22.939 | INFO     | src.rwaengine.core.engine:run_optimization:85 - Optimizing Portfolio Weights (Max Sharpe)...
2026-02-08 21:46:22.943 | INFO     | src.rwaengine.execution.risk_manager:apply_guardrails:34 - 🛡️ Applying Audit Guardrails (V2 - Strict Cap)...
2026-02-08 21:46:22.944 | SUCCESS  | src.rwaengine.execution.risk_manager:apply_guardrails:64 - Risk Check Passed. Final Liquidity (USDC): 5.00%
2026-02-08 21:46:22.950 | INFO     | src.rwaengine.execution.risk_manager:apply_guardrails:34 - 🛡️ Applying Audit Guardrails (V2 - Strict Cap)...
2026-02-08 21:46:22.952 | WARNING  | src.rwaengine.execution.risk_manager:apply_guardrails:53 - Capping concentrated positions: ['NVDA']
2026-02-08 21:46:22.953 | SUCCESS  | src.rwaengine.execution.risk_manager:apply_guardrails:64 - Risk Check Passed. Final Liquidity (USDC): 54.01%
2026-02-08 21:46:22.954 | INFO     | src.rwaengine.strategy.factory:get_generator:27 - Initializing Strategy Engine: Mode=ML
2026-02-08 21:46:22.955 | INFO     | src.rwaengine.strategy.generators.ml_predictor:generate_views:65 - Training Linear Regression models for 7 assets...
2026-02-08 21:46:22.955 | ERROR    | src.rwaengine.strategy.generators.ml_predictor:generate_views:125 - ML training failed for AAPL: Series.to_frame() got an unexpected keyword argument 'columns'
2026-02-08 21:46:22.955 | ERROR    | src.rwaengine.strategy.generators.ml_predictor:generate_views:125 - ML training failed for MSFT: Series.to_frame() got an unexpected keyword argument 'columns'
2026-02-08 21:46:22.955 | ERROR    | src.rwaengine.strategy.generators.ml_predictor:generate_views:125 - ML training failed for GOOGL: Series.to_frame() got an unexpected keyword argument 'columns'
2026-02-08 21:46:22.955 | ERROR    | src.rwaengine.strategy.generators.ml_predictor:generate_views:125 - ML training failed for AMZN: Series.to_frame() got an unexpected keyword argument 'columns'
2026-02-08 21:46:22.955 | ERROR    | src.rwaengine.strategy.generators.ml_predictor:generate_views:125 - ML training failed for NVDA: Series.to_frame() got an unexpected keyword argument 'columns'
2026-02-08 21:46:22.957 | ERROR    | src.rwaengine.strategy.generators.ml_predictor:generate_views:125 - ML training failed for META: Series.to_frame() got an unexpected keyword argument 'columns'
2026-02-08 21:46:22.957 | ERROR    | src.rwaengine.strategy.generators.ml_predictor:generate_views:125 - ML training failed for TSLA: Series.to_frame() got an unexpected keyword argument 'columns'
2026-02-08 21:46:22.957 | SUCCESS  | src.rwaengine.strategy.generators.ml_predictor:generate_views:127 - Generated 0 views from ML models.
2026-02-08 21:46:22.957 | INFO     | src.rwaengine.core.engine:__init__:26 - Computing Covariance Matrix (Ledoit-Wolf)...
2026-02-08 21:46:22.958 | INFO     | src.rwaengine.core.engine:run_optimization:42 - Calculating Market Implied Returns (Prior)...
2026-02-08 21:46:22.959 | INFO     | src.rwaengine.core.engine:run_optimization:52 - Market Implied Risk Aversion (Delta): 2.5000
2026-02-08 21:46:22.959 | WARNING  | src.rwaengine.core.engine:run_optimization:62 - No views provided. Fallback to Market Prior.
2026-02-08 21:46:22.959 | INFO     | src.rwaengine.core.engine:run_optimization:85 - Optimizing Portfolio Weights (Max Sharpe)...
2026-02-08 21:46:22.962 | INFO     | src.rwaengine.execution.risk_manager:apply_guardrails:34 - 🛡️ Applying Audit Guardrails (V2 - Strict Cap)...
2026-02-08 21:46:22.964 | SUCCESS  | src.rwaengine.execution.risk_manager:apply_guardrails:64 - Risk Check Passed. Final Liquidity (USDC): 5.00%
2026-02-08 21:46:22.971 | INFO     | src.rwaengine.execution.risk_manager:apply_guardrails:34 - 🛡️ Applying Audit Guardrails (V2 - Strict Cap)...
2026-02-08 21:46:22.972 | WARNING  | src.rwaengine.execution.risk_manager:apply_guardrails:53 - Capping concentrated positions: ['NVDA', 'META']
2026-02-08 21:46:22.974 | SUCCESS  | src.rwaengine.execution.risk_manager:apply_guardrails:64 - Risk Check Passed. Final Liquidity (USDC): 40.00%
2026-02-08 21:46:22.975 | INFO     | src.rwaengine.strategy.factory:get_generator:27 - Initializing Strategy Engine: Mode=ML
2026-02-08 21:46:22.975 | INFO     | src.rwaengine.strategy.generators.ml_predictor:generate_views:65 - Training Linear Regression models for 7 assets...
2026-02-08 21:46:22.975 | ERROR    | src.rwaengine.strategy.generators.ml_predictor:generate_views:125 - ML training failed for AAPL: Series.to_frame() got an unexpected keyword argument 'columns'
2026-02-08 21:46:22.975 | ERROR    | src.rwaengine.strategy.generators.ml_predictor:generate_views:125 - ML training failed for MSFT: Series.to_frame() got an unexpected keyword argument 'columns'
2026-02-08 21:46:22.976 | ERROR    | src.rwaengine.strategy.generators.ml_predictor:generate_views:125 - ML training failed for GOOGL: Series.to_frame() got an unexpected keyword argument 'columns'
2026-02-08 21:46:22.976 | ERROR    | src.rwaengine.strategy.generators.ml_predictor:generate_views:125 - ML training failed for AMZN: Series.to_frame() got an unexpected keyword argument 'columns'
2026-02-08 21:46:22.976 | ERROR    | src.rwaengine.strategy.generators.ml_predictor:generate_views:125 - ML training failed for NVDA: Series.to_frame() got an unexpected keyword argument 'columns'
2026-02-08 21:46:22.976 | ERROR    | src.rwaengine.strategy.generators.ml_predictor:generate_views:125 - ML training failed for META: Series.to_frame() got an unexpected keyword argument 'columns'
2026-02-08 21:46:22.976 | ERROR    | src.rwaengine.strategy.generators.ml_predictor:generate_views:125 - ML training failed for TSLA: Series.to_frame() got an unexpected keyword argument 'columns'
2026-02-08 21:46:22.976 | SUCCESS  | src.rwaengine.strategy.generators.ml_predictor:generate_views:127 - Generated 0 views from ML models.
2026-02-08 21:46:22.976 | INFO     | src.rwaengine.core.engine:__init__:26 - Computing Covariance Matrix (Ledoit-Wolf)...
2026-02-08 21:46:22.978 | INFO     | src.rwaengine.core.engine:run_optimization:42 - Calculating Market Implied Returns (Prior)...
2026-02-08 21:46:22.978 | INFO     | src.rwaengine.core.engine:run_optimization:52 - Market Implied Risk Aversion (Delta): 2.5000
2026-02-08 21:46:22.978 | WARNING  | src.rwaengine.core.engine:run_optimization:62 - No views provided. Fallback to Market Prior.
2026-02-08 21:46:22.978 | INFO     | src.rwaengine.core.engine:run_optimization:85 - Optimizing Portfolio Weights (Max Sharpe)...
2026-02-08 21:46:22.982 | INFO     | src.rwaengine.execution.risk_manager:apply_guardrails:34 - 🛡️ Applying Audit Guardrails (V2 - Strict Cap)...
